ID,school_code,age,gender,discipline_marker,s1_credits,s1_gpa,s2_credits,s2_gpa,GPA_weighted,exclude,item_1,item_2,item_3,item_4,item_5,item_6,item_7,item_8,item_9,item_10,item_11,item_12,item_13,item_14,optimism_score
145,3,23,f,NATURAL SCIENCES,17,2.08,13,2.56,2.288,FALSE,6,5,2,3,4,3,2,2,5,3,1,4,4,1,45
401,16,23,m,NATURAL SCIENCES,16,2.48,14,2.8099999999999996,2.634,FALSE,4,2,5,4,3,4,6,5,4,6,2,4,2,2,53
578,22,21,f,NATURAL SCIENCES,17,3.3699999999999997,16,3.63,3.4960606060606056,FALSE,4,3,3,3,1,5,2,2,2,4,3,4,2,2,40
742,5,22,m,NATURAL SCIENCES,16,3.17,16,3.54,3.355,FALSE,1,4,3,3,3,2,4,2,1,4,1,3,6,6,43
109,21,22,m,NATURAL SCIENCES,16,2.54,17,2.44,2.4884848484848487,FALSE,6,5,4,5,6,4,6,2,6,1,6,4,3,3,61
255,23,22,m,NATURAL SCIENCES,18,3.72,17,2.8499999999999996,3.297428571428571,FALSE,3,2,3,3,6,3,2,3,6,2,2,3,1,2,41
873,21,21,f,NATURAL SCIENCES,16,2.05,16,2.92,2.485,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
752,8,22,m,NATURAL SCIENCES,17,1.76,17,1.95,1.855,FALSE,1,6,2,3,4,1,1,4,1,6,1,4,1,1,36
913,11,22,f,NATURAL SCIENCES,15,2.7800000000000002,16,2.63,2.7025806451612904,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
745,2,22,f,NATURAL SCIENCES,16,3.34,17,2.9099999999999997,3.118484848484848,FALSE,3,2,4,6,6,1,3,2,3,3,1,1,2,4,41
625,19,22,m,NATURAL SCIENCES,16,3.36,17,3.55,3.4578787878787876,FALSE,3,4,1,5,4,1,4,3,3,3,1,1,1,1,35
500,8,22,f,NATURAL SCIENCES,16,2.9899999999999998,15,2.98,2.9851612903225804,FALSE,2,4,3,4,4,3,3,3,1,4,3,4,4,3,45
279,18,22,f,NATURAL SCIENCES,14,1.81,14,1.3900000000000001,1.5999999999999999,FALSE,2,2,6,3,5,2,5,4,5,6,6,2,2,2,52
484,10,23,m,NATURAL SCIENCES,17,2.4899999999999998,16,2.44,2.465757575757576,FALSE,3,4,4,2,2,2,4,4,1,3,3,2,4,3,41
202,9,22,m,NATURAL SCIENCES,16,3.86,16,3.71,3.785,FALSE,3,2,3,1,1,2,6,4,4,2,2,4,3,3,40
324,11,21,f,NATURAL SCIENCES,14,1.83,12,1.8800000000000001,1.8530769230769233,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
940,19,21,f,NATURAL SCIENCES,16,1.6600000000000001,15,2.06,1.8535483870967744,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
910,21,23,f,NATURAL SCIENCES,17,3.3099999999999996,14,3.3,3.305483870967742,FALSE,1,4,3,6,4,4,4,1,4,4,1,2,4,2,44
896,14,22,f,NATURAL SCIENCES,16,3.21,15,2.96,3.089032258064516,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
385,12,22,f,NATURAL SCIENCES,13,2.79,16,2.8299999999999996,2.8120689655172413,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
244,5,22,m,NATURAL SCIENCES,16,1.95,16,2.2800000000000002,2.115,FALSE,6,2,2,4,6,6,3,2,3,1,4,1,1,4,45
451,11,22,m,NATURAL SCIENCES,16,1.8,15,2.15,1.9693548387096773,FALSE,1,3,4,4,3,6,1,6,1,3,1,1,6,5,45
331,22,23,f,NATURAL SCIENCES,13,1.6,15,1.83,1.7232142857142858,FALSE,3,4,2,4,3,3,6,6,3,3,3,1,2,3,46
246,4,23,m,NATURAL SCIENCES,17,2.42,17,2.2600000000000002,2.34,FALSE,2,1,1,3,4,1,3,2,6,1,3,2,3,3,35
291,15,22,m,NATURAL SCIENCES,15,3.2600000000000002,17,2.9699999999999998,3.1059375,FALSE,6,2,3,1,1,1,1,6,6,3,6,3,4,3,46
847,18,22,f,NATURAL SCIENCES,10,3.46,15,3,3.1839999999999997,FALSE,4,4,2,2,2,1,6,3,4,1,4,2,3,1,39
446,18,22,m,NATURAL SCIENCES,16,2.8899999999999997,15,2.4699999999999998,2.686774193548387,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
488,5,22,f,NATURAL SCIENCES,17,3.7,16,3.71,3.704848484848485,FALSE,1,6,5,6,1,2,2,6,2,2,3,1,3,3,43
854,9,22,f,NATURAL SCIENCES,16,1.3,17,0.8700000000000001,1.0784848484848486,FALSE,2,5,4,6,4,5,2,5,6,3,4,2,4,4,56
733,9,22,f,NATURAL SCIENCES,15,2.23,17,2.69,2.474375,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
883,21,22,f,NATURAL SCIENCES,15,3.63,15,3.3299999999999996,3.4799999999999995,FALSE,4,6,4,5,2,1,5,4,2,4,3,2,3,3,48
960,6,22,m,NATURAL SCIENCES,16,2.64,16,3,2.8200000000000003,FALSE,3,2,2,2,2,4,6,2,3,5,4,2,4,4,45
755,3,22,f,NATURAL SCIENCES,15,3.3299999999999996,15,2.4699999999999998,2.9,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
849,10,22,f,NATURAL SCIENCES,13,3.57,16,3.4699999999999998,3.5148275862068963,FALSE,2,3,2,6,4,2,4,3,3,4,3,2,3,2,43
288,14,23,m,NATURAL SCIENCES,18,2.8899999999999997,16,3.55,3.2005882352941173,TRUE,4,3,1,6,1,3,4,2,4,2,4,3,3,6,46
348,22,22,f,NATURAL SCIENCES,15,2.13,16,2.58,2.362258064516129,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
526,14,22,m,NATURAL SCIENCES,16,3.3899999999999997,16,3.1,3.245,FALSE,2,2,6,4,3,2,6,1,3,6,2,3,1,4,45
613,10,22,m,NATURAL SCIENCES,15,1.5,15,1.6900000000000002,1.595,FALSE,3,4,2,3,4,6,4,2,2,5,3,4,3,3,48
624,21,22,m,NATURAL SCIENCES,16,1.35,16,2.34,1.845,TRUE,3,3,6,3,5,2,2,1,6,1,4,3,3,6,48
243,16,22,m,NATURAL SCIENCES,16,1.76,15,1.02,1.4019354838709677,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
656,14,22,f,NATURAL SCIENCES,15,2.66,16,2.6,2.629032258064516,FALSE,6,2,2,1,3,2,1,2,3,4,4,6,3,1,40
529,10,22,f,NATURAL SCIENCES,16,2.7800000000000002,16,2.8299999999999996,2.8049999999999997,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
706,1,22,m,NATURAL SCIENCES,15,3.38,17,3.52,3.4543749999999998,FALSE,6,4,2,1,4,3,2,2,4,1,6,4,5,2,46
499,16,22,f,NATURAL SCIENCES,11,2.38,13,2.94,2.6833333333333336,FALSE,3,6,2,3,4,1,2,1,4,1,3,4,4,2,40
708,19,22,m,NATURAL SCIENCES,17,2.15,15,2.25,2.196875,FALSE,3,2,1,4,4,1,1,2,1,4,2,3,2,5,35
226,1,22,m,NATURAL SCIENCES,17,3.8099999999999996,16,3.9,3.853636363636363,FALSE,4,2,2,1,5,6,4,5,3,6,4,5,3,5,55
946,12,23,m,NATURAL SCIENCES,17,2.29,17,2.16,2.225,FALSE,4,3,3,4,3,6,6,4,4,4,3,3,3,3,53
835,6,21,f,NATURAL SCIENCES,15,3.58,15,3.2800000000000002,3.43,FALSE,1,4,3,3,3,3,3,1,4,6,3,1,3,1,39
651,10,22,m,NATURAL SCIENCES,16,1.96,16,1.1300000000000001,1.545,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
709,18,22,f,NATURAL SCIENCES,18,1.6600000000000001,17,1.11,1.3928571428571428,TRUE,2,1,2,6,6,5,3,3,4,5,4,1,3,3,48
923,7,22,m,NATURAL SCIENCES,15,2.06,17,1.85,1.9484375000000003,FALSE,6,4,2,4,3,3,1,1,2,2,1,4,4,6,43
727,8,22,f,NATURAL SCIENCES,17,3.12,16,3.4299999999999997,3.27030303030303,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
378,19,22,m,NATURAL SCIENCES,15,0.8700000000000001,9,0.8200000000000001,0.85125,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
398,21,23,m,NATURAL SCIENCES,15,2.65,16,2.11,2.371290322580645,FALSE,1,3,3,2,4,2,3,2,4,4,6,4,4,3,45
841,22,24,f,NATURAL SCIENCES,17,3.14,16,3.2,3.1690909090909094,FALSE,4,6,2,6,2,4,4,3,2,3,4,1,1,6,48
788,8,22,f,NATURAL SCIENCES,16,0.55,15,1.1400000000000001,0.835483870967742,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
212,17,22,m,NATURAL SCIENCES,17,2.64,17,3.07,2.855,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
899,20,22,f,NATURAL SCIENCES,16,2.9699999999999998,16,3.17,3.07,FALSE,2,4,4,3,3,4,2,2,4,2,2,5,4,6,47
170,12,22,m,NATURAL SCIENCES,12,2.51,16,1.91,2.167142857142857,FALSE,3,2,6,5,5,4,2,4,5,1,4,3,1,4,49
440,17,21,m,NATURAL SCIENCES,15,2.67,15,2.09,2.38,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
124,20,20,m,NATURAL SCIENCES,18,3.4899999999999998,16,2.6,3.071176470588235,TRUE,2,3,1,3,6,1,2,2,1,3,4,6,4,6,44
948,17,22,f,NATURAL SCIENCES,16,3.06,16,2.58,2.8200000000000003,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
741,22,22,f,NATURAL SCIENCES,17,2.53,16,2,2.273030303030303,FALSE,4,4,6,1,1,2,3,1,3,1,4,1,4,2,37
897,6,22,f,NATURAL SCIENCES,16,3.51,16,3.74,3.625,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
980,8,23,f,NATURAL SCIENCES,17,3.03,16,2.98,3.005757575757576,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
770,11,22,m,NATURAL SCIENCES,16,1.6900000000000002,17,1.31,1.4942424242424244,FALSE,2,2,4,6,3,2,2,2,2,6,3,4,2,3,43
417,5,22,m,NATURAL SCIENCES,17,3.68,15,3.06,3.3893750000000002,FALSE,2,1,6,4,2,2,2,3,1,2,3,4,3,4,39
214,17,22,f,NATURAL SCIENCES,13,1.6400000000000001,17,1.91,1.793,FALSE,4,3,2,3,6,4,5,4,2,1,6,1,3,4,48
359,6,21,m,NATURAL SCIENCES,16,2.09,9,2.65,2.2916,FALSE,2,2,2,3,3,6,4,3,6,6,4,2,4,1,48
830,20,22,m,NATURAL SCIENCES,17,2.22,16,2.7800000000000002,2.4915151515151517,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
549,8,22,m,NATURAL SCIENCES,18,2,15,2.34,2.1545454545454543,FALSE,2,5,4,1,6,3,2,1,1,2,4,1,3,3,38
690,7,22,m,NATURAL SCIENCES,16,2.8899999999999997,17,2.8099999999999996,2.8487878787878786,FALSE,1,4,1,2,4,1,4,4,4,4,4,4,3,2,42
749,8,22,f,NATURAL SCIENCES,16,2.9899999999999998,17,2.17,2.5675757575757574,TRUE,1,4,3,2,3,4,5,1,3,4,3,6,6,3,48
393,7,21,m,NATURAL SCIENCES,17,2.01,16,1.82,1.9178787878787877,FALSE,3,1,3,3,5,1,3,2,6,3,6,2,4,1,43
585,12,22,f,NATURAL SCIENCES,17,1.6800000000000002,17,1.59,1.635,FALSE,6,1,3,5,1,3,6,2,1,4,2,4,1,2,41
558,9,22,f,NATURAL SCIENCES,17,2.75,16,2.46,2.6093939393939394,FALSE,6,1,1,3,3,3,3,3,2,1,6,3,5,2,42
148,1,22,f,NATURAL SCIENCES,18,2.63,16,2.48,2.559411764705882,FALSE,2,4,4,6,3,3,5,2,4,5,2,6,3,5,54
308,22,22,f,NATURAL SCIENCES,16,1.3800000000000001,12,0.53,1.0157142857142858,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
916,1,22,m,NATURAL SCIENCES,16,2.57,17,2.32,2.4412121212121214,FALSE,2,4,3,3,4,4,6,6,2,4,1,1,1,2,43
335,8,21,m,NATURAL SCIENCES,16,1.1,13,0.58,0.8668965517241379,TRUE,3,6,5,1,2,3,2,1,3,1,1,5,1,6,40
497,21,22,m,NATURAL SCIENCES,15,2.75,17,2.82,2.7871875,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
418,8,22,m,NATURAL SCIENCES,16,2.94,16,3.4499999999999997,3.195,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
933,15,22,m,NATURAL SCIENCES,16,2.57,15,3.58,3.0587096774193547,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
541,4,22,f,NATURAL SCIENCES,17,2.8499999999999996,14,3.5,3.1435483870967738,TRUE,4,4,4,1,6,3,1,4,4,3,2,3,3,4,46
392,17,21,m,NATURAL SCIENCES,16,3.4,16,3.18,3.29,FALSE,3,6,2,4,3,3,6,4,5,3,4,3,4,1,51
120,4,22,f,NATURAL SCIENCES,16,2.9099999999999997,16,3.09,3,FALSE,3,2,1,6,3,5,3,3,6,4,5,4,1,1,47
560,17,23,m,NATURAL SCIENCES,17,1.93,16,2.13,2.026969696969697,FALSE,2,1,6,6,2,6,4,6,2,3,4,3,2,4,51
628,21,22,f,NATURAL SCIENCES,17,2.2800000000000002,16,1.98,2.1345454545454543,FALSE,4,4,5,6,4,3,3,5,4,6,2,4,4,4,58
809,1,22,f,NATURAL SCIENCES,17,1.3800000000000001,17,1.46,1.42,FALSE,6,1,1,3,2,2,2,4,5,6,3,3,2,2,42
456,8,22,f,NATURAL SCIENCES,17,3.6,16,3.36,3.483636363636364,FALSE,3,4,4,6,4,4,1,5,5,3,1,2,5,2,49
891,4,22,m,NATURAL SCIENCES,18,2.48,12,2.58,2.52,FALSE,2,2,6,2,4,3,3,2,3,1,1,2,2,3,36
564,13,22,f,NATURAL SCIENCES,17,2.62,16,2.29,2.4600000000000004,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
511,19,22,f,NATURAL SCIENCES,17,3.65,17,2.75,3.1999999999999997,TRUE,3,4,3,3,4,1,5,2,4,5,3,1,5,4,47
475,18,20,m,NATURAL SCIENCES,17,1.4,15,1.8900000000000001,1.6296875,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
657,18,22,f,NATURAL SCIENCES,16,1.81,16,1.61,1.71,FALSE,2,2,3,5,4,3,4,3,6,2,5,2,3,2,46
848,8,22,f,NATURAL SCIENCES,16,2.02,12,1.9,1.9685714285714284,FALSE,4,4,3,1,2,6,6,1,2,6,3,2,4,2,46
530,2,22,m,NATURAL SCIENCES,17,2.86,17,3.4299999999999997,3.1449999999999996,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
224,21,22,f,NATURAL SCIENCES,14,3.4299999999999997,16,3.71,3.579333333333333,FALSE,2,5,2,2,2,6,6,2,3,4,6,6,4,2,52
682,20,22,f,NATURAL SCIENCES,17,3.24,18,3.29,3.265714285714286,FALSE,3,6,2,5,2,4,6,4,3,1,6,2,3,4,51
800,15,23,m,NATURAL SCIENCES,17,1.48,16,1.59,1.5333333333333334,FALSE,3,2,4,3,2,5,2,2,2,2,4,5,3,5,44
370,5,22,m,NATURAL SCIENCES,17,2.94,15,3.25,3.0853124999999997,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
340,17,22,f,FORMAL SCIENCES,12,2.6,16,2.27,2.411428571428572,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
430,5,22,f,FORMAL SCIENCES,16,1.48,12,1.46,1.4714285714285715,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110,17,22,f,FORMAL SCIENCES,16,1.6800000000000002,15,1.73,1.7041935483870967,FALSE,4,2,5,2,4,2,6,2,6,5,3,4,5,2,52
962,13,22,m,FORMAL SCIENCES,14,3.7800000000000002,16,3.05,3.3906666666666667,FALSE,6,3,5,6,5,3,4,4,2,6,4,5,3,5,61
165,12,23,f,FORMAL SCIENCES,15,1.36,17,1.1600000000000001,1.2537500000000001,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
209,19,22,m,FORMAL SCIENCES,17,3.66,15,3.01,3.3553125,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
671,12,22,m,FORMAL SCIENCES,16,2.7,16,2.61,2.6550000000000002,FALSE,5,5,4,3,3,6,4,6,5,5,6,6,3,6,67
217,15,21,m,FORMAL SCIENCES,16,2.6,17,2.58,2.58969696969697,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
881,6,22,m,FORMAL SCIENCES,9,2.21,15,2.13,2.16,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
262,15,22,m,FORMAL SCIENCES,16,3.05,16,3.3899999999999997,3.2199999999999998,FALSE,1,6,5,6,5,3,2,2,1,4,5,5,4,6,55
649,6,22,f,FORMAL SCIENCES,16,0.8600000000000001,17,1.37,1.1227272727272728,FALSE,3,3,3,1,6,3,5,2,6,6,4,3,4,5,54
205,21,22,f,FORMAL SCIENCES,16,2.72,17,2.48,2.5963636363636367,FALSE,5,3,5,6,6,2,6,4,2,5,5,4,6,5,64
368,13,22,f,FORMAL SCIENCES,15,3.48,15,2.73,3.105,FALSE,5,5,6,1,1,1,6,5,3,5,5,1,3,5,52
673,3,22,f,FORMAL SCIENCES,17,2.61,16,3.15,2.8718181818181816,FALSE,4,5,5,6,5,4,5,5,6,6,5,1,4,3,64
981,19,22,m,FORMAL SCIENCES,16,0.8700000000000001,12,0.9,0.8828571428571429,FALSE,6,3,2,4,6,2,1,5,1,4,5,5,4,3,51
336,1,22,f,FORMAL SCIENCES,16,1.8,17,1.57,1.6815151515151516,FALSE,4,2,4,6,5,2,6,3,5,6,2,1,6,1,53
423,10,22,m,FORMAL SCIENCES,17,2.86,16,3.2,3.0248484848484845,FALSE,5,5,3,2,5,5,3,5,3,6,5,3,2,1,53
319,22,22,f,FORMAL SCIENCES,12,2.9699999999999998,17,3.38,3.2103448275862068,FALSE,2,5,6,1,6,6,5,5,5,6,5,6,6,2,66
508,20,22,m,FORMAL SCIENCES,17,1.96,16,1.3800000000000001,1.678787878787879,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
949,19,22,m,FORMAL SCIENCES,16,1.9,16,2.79,2.3449999999999998,TRUE,6,6,2,5,3,6,6,4,1,6,3,2,1,6,57
697,6,23,f,FORMAL SCIENCES,17,2.96,17,2.3099999999999996,2.6350000000000002,FALSE,6,1,3,5,2,6,2,6,4,4,4,5,6,3,57
528,4,22,m,FORMAL SCIENCES,16,2.27,17,2.59,2.4348484848484846,FALSE,5,5,4,4,5,1,3,4,5,4,4,6,4,6,60
695,5,22,m,FORMAL SCIENCES,16,3.53,9,3.57,3.5443999999999996,FALSE,2,5,5,5,4,6,5,5,6,6,1,6,6,5,67
535,14,22,m,FORMAL SCIENCES,16,2.92,13,2.61,2.781034482758621,FALSE,4,5,5,5,5,4,2,6,3,6,6,4,2,6,63
211,11,22,m,FORMAL SCIENCES,17,2.71,11,2.03,2.442857142857143,FALSE,6,5,2,4,2,5,3,3,5,3,6,2,5,5,56
312,6,22,f,FORMAL SCIENCES,10,3.08,16,3.15,3.123076923076923,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
904,20,22,m,FORMAL SCIENCES,13,2.75,17,2.64,2.6876666666666664,FALSE,3,6,6,1,3,6,2,2,5,5,5,4,4,6,58
534,22,22,m,FORMAL SCIENCES,17,1.42,16,1.95,1.676969696969697,FALSE,5,3,6,6,2,2,5,4,4,3,1,5,2,3,51
431,18,22,m,FORMAL SCIENCES,16,2.1,16,2.14,2.12,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
632,17,22,f,FORMAL SCIENCES,15,3.1,15,3.12,3.1100000000000003,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
601,12,22,f,FORMAL SCIENCES,18,1.75,16,1.95,1.8441176470588236,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
610,17,24,f,FORMAL SCIENCES,17,3.06,13,3.54,3.2680000000000002,FALSE,1,6,2,5,4,3,5,5,2,2,6,6,5,2,54
804,2,22,f,FORMAL SCIENCES,15,3.6,12,3.53,3.568888888888889,FALSE,3,6,3,4,5,1,6,5,2,4,3,3,1,6,52
290,8,23,m,FORMAL SCIENCES,16,2.79,17,2.73,2.759090909090909,FALSE,4,2,3,6,6,6,1,5,2,3,3,4,6,5,56
972,21,22,m,FORMAL SCIENCES,15,2.65,16,1.95,2.2887096774193547,FALSE,3,5,5,4,6,4,3,5,6,6,1,5,4,5,62
152,7,23,f,FORMAL SCIENCES,9,2,15,2.44,2.275,FALSE,5,5,3,6,5,5,1,5,3,5,6,2,6,6,63
102,23,22,m,FORMAL SCIENCES,16,3.07,18,3.36,3.2235294117647055,FALSE,6,1,5,1,2,5,5,5,5,3,5,3,6,3,55
812,12,22,f,FORMAL SCIENCES,16,2.3699999999999997,16,2.8699999999999997,2.6199999999999997,FALSE,6,2,5,2,2,5,3,3,5,5,4,2,6,6,56
221,3,22,f,FORMAL SCIENCES,16,3.8,15,3.59,3.6983870967741934,FALSE,3,6,5,5,6,6,6,3,2,3,6,5,5,5,66
801,2,22,f,FORMAL SCIENCES,16,3.92,12,3.4699999999999998,3.7271428571428573,FALSE,1,6,4,6,4,2,6,4,5,5,2,3,5,3,56
389,21,23,f,FORMAL SCIENCES,17,1.86,16,2.4299999999999997,2.1363636363636362,FALSE,3,1,1,5,5,5,3,6,4,5,2,5,5,5,55
210,17,22,f,FORMAL SCIENCES,17,1.4,16,1.6300000000000001,1.5115151515151515,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
810,19,22,m,FORMAL SCIENCES,17,2.79,17,2.73,2.7600000000000002,FALSE,6,2,2,5,6,5,6,4,6,5,4,5,2,6,64
119,21,22,f,FORMAL SCIENCES,16,1.42,16,1.32,1.37,FALSE,3,2,6,6,5,6,3,5,1,6,1,2,2,2,50
433,10,21,m,FORMAL SCIENCES,10,3.6,12,3.08,3.316363636363637,FALSE,4,3,1,3,3,5,5,6,5,5,6,2,5,2,55
318,9,24,m,FORMAL SCIENCES,12,2.54,16,1.73,2.077142857142857,TRUE,3,6,5,2,4,3,5,2,6,2,4,5,5,2,54
951,19,22,m,FORMAL SCIENCES,17,0.54,16,0.77,0.6515151515151515,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
587,3,23,f,FORMAL SCIENCES,16,2.71,15,2.65,2.680967741935484,FALSE,2,5,6,2,3,2,5,5,3,5,6,3,5,6,58
361,12,22,m,FORMAL SCIENCES,16,1,14,0.8600000000000001,0.9346666666666666,FALSE,5,2,5,2,4,4,6,3,4,3,5,3,5,1,52
187,18,21,m,FORMAL SCIENCES,16,1.56,16,1.45,1.505,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
191,13,22,f,FORMAL SCIENCES,16,1.29,16,1.34,1.315,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
380,22,22,m,FORMAL SCIENCES,16,3.04,16,2.53,2.785,FALSE,1,6,6,1,5,6,3,2,6,3,6,5,1,6,57
609,4,22,f,FORMAL SCIENCES,15,2.84,18,3.36,3.123636363636363,FALSE,1,3,6,5,1,4,5,1,4,2,6,2,6,3,49
296,9,22,m,FORMAL SCIENCES,15,3.56,12,3.2800000000000002,3.4355555555555553,FALSE,6,4,6,2,6,5,6,4,5,2,5,5,6,2,64
761,22,22,m,FORMAL SCIENCES,17,3.2,16,2.66,2.9381818181818184,FALSE,2,3,4,3,5,4,6,5,5,5,5,4,2,2,55
757,15,22,m,FORMAL SCIENCES,18,2.4499999999999997,17,2.6,2.5228571428571427,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
536,1,22,f,FORMAL SCIENCES,16,2.7600000000000002,16,2.16,2.46,FALSE,3,1,3,6,3,6,3,3,4,5,2,6,3,5,53
136,7,22,m,FORMAL SCIENCES,17,3.9099999999999997,17,3.72,3.8150000000000004,FALSE,5,3,2,3,5,1,1,3,5,4,2,6,4,2,46
455,8,23,f,FORMAL SCIENCES,16,3.55,17,3.11,3.323333333333333,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
330,10,22,f,FORMAL SCIENCES,16,2.19,17,1.54,1.8551515151515152,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
281,21,22,f,FORMAL SCIENCES,18,3.65,16,3.88,3.758235294117647,FALSE,4,5,5,2,2,6,2,1,4,3,1,3,5,3,46
160,15,21,m,FORMAL SCIENCES,17,2.77,15,2.75,2.760625,FALSE,1,1,6,4,2,3,2,2,2,6,4,4,4,4,45
547,20,22,f,FORMAL SCIENCES,17,3.3899999999999997,16,3.59,3.486969696969697,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
602,8,22,f,FORMAL SCIENCES,16,3.54,15,3.64,3.588387096774194,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
988,4,22,f,FORMAL SCIENCES,16,1.76,16,1.6300000000000001,1.695,FALSE,4,5,1,6,6,5,6,5,5,4,3,2,5,6,63
201,7,23,m,FORMAL SCIENCES,16,2.8899999999999997,10,2.3699999999999997,2.69,FALSE,5,5,6,3,4,5,5,5,1,6,3,6,6,2,62
983,22,21,f,FORMAL SCIENCES,16,1.96,15,1.9,1.9309677419354838,FALSE,6,4,6,6,2,4,2,3,5,5,6,5,2,1,57
241,13,22,m,FORMAL SCIENCES,16,3.46,15,3.24,3.3535483870967746,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
265,23,22,f,FORMAL SCIENCES,15,2.64,17,2.55,2.5921874999999996,FALSE,5,5,5,5,4,5,4,4,6,4,2,5,6,3,63
172,12,22,f,FORMAL SCIENCES,16,2.1,17,2.02,2.0587878787878786,FALSE,6,6,3,3,2,5,5,5,6,2,1,5,6,5,60
